2GU05001,USD,1,07/08/2020,G10830100,1,,,07/08/2020,,07/08/2020,D,***BEYONDSPRING INC,-100,A,00000000000,,,,,,07/08/2020,,,,,,,,,,,FN,FNJNL,,,,,8.0650000000,16.1300000000,0.00,,,,0.0000000000,0.0000000000,JNL,,G10830100,07/08/2020,07/08/2020
2GU05001,USD,1,07/08/2020,G4095T107,1,,,07/08/2020,,07/08/2020,R,***GREENLAND TECHNOLOGIES,44200,A,00000000000,,,,,,07/08/2020,STKFTR,,,,,,,,,,SR,E2REC,V010R29J,,,,1.3350000000,2.6700000000,0.00,,,,0.0000000000,0.0000000000,REC,,G4095T107,07/08/2020,07/08/2020
2GU05001,USD,E,07/08/2020,G10830100,1,,,07/08/2020,,07/08/2020,R,***BEYONDSPRING INC,100,A,00000000000,,,,,,07/08/2020,,,,,,,,,,,FN,FNJNL,,,,,8.0650000000,16.1300000000,0.00,,,,0.0000000000,0.0000000000,JNL,,G10830100,07/08/2020,07/08/2020
2GU05003,USD,1,07/08/2020,26853E102,1,,,07/08/2020,,07/08/2020,R,***EHANG HOLDINGS LIMITED,2,A,00000000000,,,,,,07/08/2020,,,,,,,,,,,FN,FNJNL,,,,,6.0700000000,12.1400000000,0.00,,,,0.0000000000,0.0000000000,JNL,,26853E102,07/08/2020,07/08/2020
2GU05003,USD,1,07/08/2020,36257Y109,1,,,07/08/2020,,07/08/2020,R,***GSX TECHEDU INC,2700,A,00000000000,,,,,,07/08/2020,,,,,,,,,,,FN,FNJNL,,,,,34.5550000000,69.1100000000,0.00,,,,0.0000000000,0.0000000000,JNL,,36257Y109,07/08/2020,07/08/2020
2GU05003,USD,1,07/08/2020,90354D104,1,,,07/08/2020,,07/08/2020,D,***UCLOUDLINK GROUP INC,-5,A,00000000000,,,,,,07/08/2020,,,,,,,,,,,FN,FNJNL,,,,,6.8850000000,13.7700000000,0.00,,,,0.0000000000,0.0000000000,JNL,,90354D104,07/08/2020,07/08/2020
2GU05003,USD,1,07/08/2020,91531W106,1,,,07/08/2020,,07/08/2020,R,***UP FINTECH HOLDING LTD,1300,A,00000000000,,,,,,07/08/2020,,,,,,,,,,,FN,FNJNL,,,,,2.7450000000,5.4900000000,0.00,,,,0.0000000000,0.0000000000,JNL,,91531W106,07/08/2020,07/08/2020
2GU05003,USD,E,07/08/2020,26853E102,1,,,07/08/2020,,07/08/2020,D,***EHANG HOLDINGS LIMITED,-2,A,00000000000,,,,,,07/08/2020,,,,,,,,,,,FN,FNJNL,,,,,6.0700000000,12.1400000000,0.00,,,,0.0000000000,0.0000000000,JNL,,26853E102,07/08/2020,07/08/2020
2GU05003,USD,E,07/08/2020,36257Y109,1,,,07/08/2020,,07/08/2020,D,***GSX TECHEDU INC,-2700,A,00000000000,,,,,,07/08/2020,,,,,,,,,,,FN,FNJNL,,,,,34.5550000000,69.1100000000,0.00,,,,0.0000000000,0.0000000000,JNL,,36257Y109,07/08/2020,07/08/2020
2GU05003,USD,E,07/08/2020,90354D104,1,,,07/08/2020,,07/08/2020,R,***UCLOUDLINK GROUP INC,5,A,00000000000,,,,,,07/08/2020,,,,,,,,,,,FN,FNJNL,,,,,6.8850000000,13.7700000000,0.00,,,,0.0000000000,0.0000000000,JNL,,90354D104,07/08/2020,07/08/2020
2GU05003,USD,E,07/08/2020,91531W106,1,,,07/08/2020,,07/08/2020,D,***UP FINTECH HOLDING LTD,-1300,A,00000000000,,,,,,07/08/2020,,,,,,,,,,,FN,FNJNL,,,,,2.7450000000,5.4900000000,0.00,,,,0.0000000000,0.0000000000,JNL,,91531W106,07/08/2020,07/08/2020
